Business Type,Business Name,Location Address Line 1,Location Address Line 2,Location City,Location State,Location Zip,Location County,VoicePhone,EmailAddress,RPLastName,RPFirstName,RPMiddleName,RPSuffix,RPEmail,Dispenses Naloxone,CredentialStatus,CredentialStatusReason,License Number,Subcategory Code,Location Address Line 3,LocationLat,LocationLong,MailingAddressLine1,MailingAddressLine2,MailingAddressLine3,MailingCity,MailingState,MailingZip,FaxPhone,License Prefix,Ohio Drug Category,Business Type,PracticeTypeDescription,DateofFirstLicensure,EffectiveDate,ExpirationDate,LegalFiles,RPCredentialTypePrefix,FacilityID,StateID,Abbreviation,MedicareID,MedicaidID,ClosedDate,LicensedBedTotal,OpenDate,BedEffectiveDate,CertifiedBedTotal,SortOrder,HC_Name,HC_Phone,HC_Email,MD_Name,MD_Phone,MD_Email,AD_Name,AD_Phone,AD_Email,EHD_Name,EHD_Phone,EHD_Email,ND_Name,ND_Phone,ND_Email,VS_Name,VS_Phone,VS_Email,FO_Name,FO_Phone,FO_Email,PIO_Name,PIO_Phone,PIO_Email,EPI_Name,EPI_Phone,EPI_Email,ERC_Name,ERC_Phone,ERC_Email,AHC_Name,AHC_Phone,AHC_Email,DHC_Name,DHC_Phone,DHC_Email,DR_Name,DR_Phone,DR_Email,AC_Name,AC_Phone,AC_Email,HE_Name,HE_Phone,HE_Email,Population,LHDId,Business Type Category  ,Hospital Type ,NATCEP Type ,LHDType,LHDCountyCity,LHDStatus,LHDDistrict,ContractingWith,Website,BusinessTypeCategoryDesc,HospitalTypeDesc,NATCEPTypeDesc,Data Source,CombinedWith,LHDIdOld,Active Facility
Hospice,VITAS HEALTHCARE CORP. OF OHIO,11500 Northlake Dr Ste 400, SUITE 400,Cincinnati,OH,45249,Hamilton,(513) 742-6310,patricia.janson@vitas.com,Volk,Greggory,Scott,,imsherlockdo@aol.com,FALSE,Active,,20921950,,,39.275919,-84.347779,11500 NORTHLAKE DRIVE, SUITE 400,,CINCINNATI,OH,45249,(513) 742-6318,FCY,Facility - LIMITED Category 2,HC ,Company,2/21/96,4/1/19,3/31/21,No,,,,,,,,,,,,1027956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,Hospice,,,PharmacyBoard,,,TRUE
NursingAssisted,"SANCTUARY POINTE NURSING & REHAB CENTER, LLC",11501 HAMILTON AVENUE,,CINCINNATI,OH,45231,HAMILTON,(513)648-7000,molly.brown@sanctuarypointe.com,,,,,,FALSE,ACTIVE,,OHL41869,,,39.290823,-84.564293,,,,,,,,,,L11,,,,,,,OHL41869,2701N,SL-NH,,,,124,8/12/15,8/12/15,0,2023093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,Nursing Home (Licensed Only),,,OHAL,,,TRUE
MedicalFacility,LYONDELL HEALTH & WELLNESS CENTER,11530 Northlake Dr,,Cincinnati,OH,45249,Hamilton,615-468-5507,licensing@premisehealth.com,FAROOQUI,MOHAMMED,H.,,,FALSE,Active,,21975150,,,39.276527,-84.347077,5500 MARYLAND WAY, STE. 200,,BRENTWOOD,TN,37027,(513) 530-4200,FCY,Facility - LIMITED Category 2,FA ,Corporation,7/15/09,4/1/19,3/31/21,No,,,,,,,,,,,,1014812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,First Aid Dept,,,PharmacyBoard,,,TRUE
MedicalFacility,FOREST PARK INFECTIOUS DISEASE,11550 Winton Rd,,Cincinnati,OH,45240,Hamilton,513-735-1529,lburton@mercy.com,GOYAL,DHEERAJ,,,,FALSE,Active,,22876350,,,39.287858,-84.52277,4750 E. GALBRAITH RD. SUITE 210,,,CINCINNATI,OH,45236,(513) 686-5620,CL,Clinic - Category 2,CL ,Limited Liability Company,3/20/18,8/15/19,3/31/21,No,,,,,,,,,,,,1009534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
HospitalsGeneral,"ASSURANCE HEALTH CINCINNATI, LLC",11690 Grooms Rd,,Blue Ash,OH,45242,Hamilton,(812) 254-2497,tonya@wbhcp.com,ODELL,MEGGAN,L.,PharmD,megganw@wbhcp.com,FALSE,Active,,22625150,,,39.281431,-84.367478,c/o Williams LTC Pharmacy 7 Williams Bros. Drive,,,Washington,IN,47501,(317) 845-0369,PMY,Pharmacy - Category 3,HS ,Limited Liability Company,8/23/16,4/1/19,3/31/21,No,,,,,,,,,,,,1001935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,Hospital,,,PharmacyBoard,,,TRUE
HospitalsPsych,ASSURANCE HEALTH CINCINNATI LLC,11690 GROOMS ROAD,,CINCINNATI,OH,45242,HAMILTON,(513)519-4947,kkuhn@assurancehealthsystem.com,,,,,,FALSE,ACTIVE,,OH05849,,,39.282043,-84.368057,,,,,,,          ,,,12,,,,,,,OH05849,1528AHR,HOSP-PSY,364056,193925,,,7/27/16,,,2001934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,,,,,,,Hospital,,,OHAL,,,TRUE
MedicalFacility,SPRINGDALE HEALTH DEPT.,11700 Springfield Pike,,Springdale,OH,45246,Hamilton,(513) 346-5727,aellis@springdale.org,WEBB,BARRY,W.,MD,,FALSE,Active,,20263500,,,39.289781,-84.485701,11700 SPRINGFIELD PIKE,,,SPRINGDALE,OH,45246,(513) 346-3975,CL,Clinic - Category 2,CL ,Company,8/6/84,4/1/19,3/31/21,No,,,,,,,,,,,,1024149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
NursingAssisted,"WOODS EDGE REHAB AND NURSING, LLC",1171 TOWNE STREET,,CINCINNATI,OH,45216,HAMILTON,(513)242-1360,ssquires@woods-edge.net,,,,,,FALSE,ACTIVE,,OHL39982,,,39.182969,-84.477928,,,,,,,(513) 482-3485,,,L11,,,,,,,OHL39982,1228N,SL-NH,,,,93,6/1/50,8/1/02,0,2029196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,Nursing Home (Licensed Only),,,OHAL,,,TRUE
NursingAssisted,"CARECORE AT THE MEADOWS, LLC",11760 PELLSTON COURT,,CINCINNATI,OH,45240,HAMILTON,(513)851-8400,syoung@carecoremeadows.com,,,,,,FALSE,ACTIVE,,OHL01955,,,39.293591,-84.520529,,,,,,,(513) 674-3210,,,L11,,,,,,,OHL01955,2222N,SL-NH,,,,99,11/19/98,9/29/03,0,2003815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,Nursing Home (Licensed Only),,,OHAL,,,TRUE
NursingAssisted,VERANDA GARDENS & ASSISTED LIVING,11784 HAMILTON AVENUE,,CINCINNATI,OH,45231,HAMILTON,(513)825-2700,Flower1921@yahoo.com,,,,,,FALSE,ACTIVE,,OH04205,,,39.296771,-84.56367,,,,,,,(513) 825-3700,,,21,,,,,,,OH04205,2477N,SNF/NF,366347,2751491,,113,7/25/07,6/24/12,113,2027741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,Nursing Home (Certified and Licensed),,,OHAL,,,TRUE
MedicalFacility,HERITAGE HILL SCHOOL SCHOOL-BASED HEALTH CENTER,11961 Chesterdale Rd,,Cincinnati,OH,45246,Hamilton,(513) 588-3646,rebeccade@healthcare-connection.org,WEATHERINGTON,MARY,ANDERSON,MD,,FALSE,Active,,22470000,,,39.295388,-84.447651,1401 STEFFEN AVE.,,,CINCINNATI,OH,45215,(513) 483-3075,CL,Clinic - Category 2,CL ,Corporation,11/24/14,4/1/19,3/31/21,No,,,,,,,,,,,,1011593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
NursingAssisted,"LOM MANAGEMENT, LLC",12050 MONTGOMERY ROAD,,CINCINNATI,OH,45249,HAMILTON,(513)583-3291,tawnya@lodgeretirementcommunity.com,,,,,,FALSE,ACTIVE,,OHL01957,,,39.287702,-84.304122,,,,,,,(513) 583-3295,,,L12,,,,,,,OHL01957,2231R,SL-R,,,,70,3/1/00,9/13/05,0,2014588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,Residential Care Facility,,,OHAL,,,TRUE
MedicalFacility,"PATIENT PRIORITY CLINICAL SITES, LLC",1207 Springfield Pike,,Cincinnati,OH,45215,Hamilton,(513) 791-7760,tpopovitz@patientpriority.com,FRITZHAND,MARTIN,D.,MD,,FALSE,Active,,22420750,,,39.236417,-84.471964,1207 SPRINGFIELD PIKE,,,CINCINNATI,OH,45215,(513) 791-7764,CL,Clinic - Category 3,CL ,Limited Liability Company,5/5/14,4/1/19,3/31/21,No,,,,,,,,,,,,1020115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
NursingAssisted,C. MICAH RAND INC.,12100 REED HARTMAN HIGHWAY,,CINCINNATI,OH,45241,HAMILTON,(513)605-2000,amy.madden@hcmg.com,,,,,,FALSE,ACTIVE,,OH00136,,,39.291591,-84.370527,,,,,,,(513) 605-2045,,,21,,,,,,,OH00136,1869N,SNF/NF,365712,870580,,131,,5/31/05,131,2003550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,Nursing Home (Certified and Licensed),,,OHAL,,,TRUE
MedicalFacility,QUADMED HEALTH & WELLNESS CENTER,1230 Knowlton St,,Cincinnati,OH,45223,Hamilton,(414) 566-8400,lisa.westerfeld@quadmedical.com,LIN,CHUN-I,JOHN,MD,,FALSE,Active,,22568450,,,39.161657,-84.530087,1230 KNOWLTON ST.,,,CINCINNATI,OH,45223,(513) 591-5851,CL,Clinic - Category 2,CL ,Limited Liability Company,12/2/15,4/1/19,3/31/21,No,,,,,,,,,,,,1021654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
PainManagement,PREMIER PAIN TREATMENT INSTITUTE,1301 Mattec Dr,,Loveland,OH,45140,Hamilton,(513) 454-7246,mdanko@premierpaintreatment.com,DANKO,MICHAEL,DONALD,MD,,FALSE,Active,,22594100,,,39.282422,-84.304555,1301 Mattec Dr,,,Loveland,OH,45140-7300,(513) 438-0202,STP,Pain Management Clinic - Category 3,PMC ,Limited Liability Company,2/23/16,8/26/19,3/31/21,No,,,,,,,,,,,,1021093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,Pain Management Clinic,,,PharmacyBoard,,,TRUE
NursingAssisted,NEW SCOTLAND HEALTH CARE LLC,1346 LINCOLN AVENUE,,CINCINNATI,OH,45206,HAMILTON,(513)861-2044,avogel@lincolncrawford.com,,,,,,FALSE,ACTIVE,,OH00568,,,39.13215,-84.48034,,,,,,,(513) 487-6453,,,21,,,,,,,OH00568,1776N,SNF/NF,366156,70103,,100,,7/26/02,100,2017783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,Nursing Home (Certified and Licensed),,,OHAL,,,TRUE
NursingAssisted,ATRIUM SHARONVILLE LLC,1400 MALLARD COVE DRIVE,,CINCINNATI,OH,45246,HAMILTON,(513)830-5014,82-admin@atriumlivingcenters.com,,,,,,FALSE,ACTIVE,,OHL42120,,,39.283194,-84.447746,,,,,,,(513) 830-5009,,,L11,,,,,,,OHL42120,2821N,SL-NH,,,,54,6/12/18,6/12/18,0,2002029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,Nursing Home (Licensed Only),,,OHAL,,,TRUE
MedicalFacility,LINCOLN HEIGHTS HEALTH CENTER,1401 Steffen Ave,,Cincinnati,OH,45215,Hamilton,(513) 588-3646,rebeccade@healthcare-connection.org,WEATHERINGTON,MARY,ANDERSON,MD,,FALSE,Active,,20670650,,,39.2392,-84.452707,1401 STEFFEN AVENUE,,,CINCINNATI,OH,45215,(513) 483-3075,CL,Clinic - Category 3,CL ,Corporation,8/15/91,4/1/19,3/31/21,No,,,,,,,,,,,,1014478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
MedicalFacility,DOL/MTC/CJCC,1409 Western Ave,,Cincinnati,OH,45214,Hamilton,(513) 412-7241,jones.darlene@jobcorps.org,COLEMAN,RACHAEL,,MD,,FALSE,Active,,22150650,,,39.110505,-84.532248,1409 WESTERN AVENUE,,,CINCINNATI,OH,45214,,CL,Clinic - Category 2,CL ,Company,8/8/11,4/1/19,3/31/21,No,,,,,,,,,,,,1007979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
NursingAssisted,"MALLARD COVE SENIOR DEVELOPMENT, LLC",1410 MALLARD COVE DRIVE,,CINCINNATI,OH,45246,HAMILTON,(513)772-6655,wrost@mallardcoveseniorliving.com,,,,,,FALSE,ACTIVE,,OHL01647,,,39.283194,-84.447732,,,,,,,(513) 772-0162,,,L12,,,,,,,OHL01647,2008R,SL-R,,,,168,2/4/94,7/1/11,0,2014957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,Residential Care Facility,,,OHAL,,,TRUE
SubstanceHelp,"MIDWEST HEALTH GROUP, LLC",1420 E Mcmillan St 3rd Fl, 3RD FLOOR,Cincinnati,OH,45206,Hamilton,(513) 236-0054,barberkl1@yahoo.com,BARNES,KELLIE,BOYD,MD,,FALSE,Active,,22783700,,,39.125159,-84.479003,1420 E. MCMILLAN ST., 3RD FLOOR,,CINCINNATI,OH,45206,(513) 236-0054,STP,Office-Based Opioid Treatment - Category 3,OBOT ,Limited Liability Company,9/18/17,4/1/19,3/31/21,No,,,,,,,,,,,,1016763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,,,,,,,,Office-based Opioid Treatment Center,,,PharmacyBoard,,,TRUE
NursingAssisted,"NORWOOD TOWERS HEALTHCARE, LLC",1500 SHERMAN AVENUE,,NORWOOD,OH,45212,HAMILTON,(513)631-6800,legal@providencegrouphc.com,,,,,,FALSE,ACTIVE,,OHL01591,,,39.161777,-84.472959,,,,,,,(513) 631-5677,,,L11,,,,,,,OHL01591,1922N,SL-NH,,,,90,3/13/90,5/13/04,0,2018278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,Nursing Home (Licensed Only),,,OHAL,,,TRUE
NursingAssisted,PREMIER ESTATES 524 LLC,1500 SHERMAN AVENUE,,CINCINNATI,OH,45212,HAMILTON,(513)631-6800,admin.norwoodtowers@trilliumhcg.com,,,,,,FALSE,ACTIVE,,OH01489,,,39.161774,-84.472995,,,,,,,(513) 531-7013,,,21,,,,,,,OH01489,1922N,SNF/NF,366238,372003,,90,4/26/02,5/13/04,90,2021023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,Nursing Home (Certified and Licensed),,,OHAL,,,TRUE
Mental,GREATER CINCINNATI BEHAVIORAL HEALTH SERVICES,1501 Madison Rd 3rd Fl, 3RD FLOOR,Walnut Hills,OH,45206,Hamilton,(513) 354-5302,khuber@gcbhs.com,SKALE,TRACEY,G.,MD,,FALSE,Active,,20598550,,,39.129769,-84.478865,1501 MADISON ROAD, 3RD FLOOR,,CINCINNATI,OH,45206,(513) 354-3333,CL,Clinic - Category 3,MH ,Corporation,9/20/89,4/1/19,3/31/21,No,,,,,,,,,,,,1010724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,Mental Health,,,PharmacyBoard,,,TRUE
HospitalsGeneral,DANIEL DRAKE CENTER FOR POST-ACUTE CARE,151 W Galbraith Rd,,Cincinnati,OH,45216,Hamilton,(513) 418-2691,erin.scott@uchealth.com,SCOTT,ERIN,KAY,RPH,ekscott16@aol.com,FALSE,Active,,20592200,,,39.213279,-84.478683,151 W. GALBRAITH ROAD,,,CINCINNATI,OH,45216,(513) 418-2693,PMY,Pharmacy - Category 3,HS ,Limited Liability Company,7/12/89,4/1/19,3/31/21,No,,,,,,,,,,,,1007229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,Hospital,,,PharmacyBoard,,,TRUE
HospitalsGeneral,Encompass Health Rehabilitation Hospital of Cincinnati,151 W Galbraith Rd,,Cincinnati,OH,45216,Hamilton,(513) 399-1557,joseph.walsh@healthsouth.com,WALSH,JOSEPH,GERARD,RPH,walshjosephg@gmail.com,FALSE,Active,,22169400,,,39.213279,-84.478683,151 WEST GALBRAITH ROAD,,,CINCINNATI,OH,45216,800-718-4675,PMY,Pharmacy - Category 3,HS ,Limited Liability Company,11/9/11,2/21/19,3/31/21,No,,,,,,,,,,,,1008592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,Hospital,,,PharmacyBoard,,,TRUE
Hospice,Vitas Healthcare Corporation of Ohio,151 W Galbraith Rd,,Cincinnati,OH,45216,Hamilton,(513) 742-7400,tiffani.schmitz@vitas.com,Verma,Rajiv,,,rverma101@hotmail.com,FALSE,Active,,272000045,,,39.213279,-84.478683,151 W Galbraith Rd,,,Cincinnati,OH,45216-1015,,FCY,Facility - Category 3,HC ,Corporation,6/13/19,6/13/19,3/31/21,No,,,,,,,,,,,,1027961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,Hospice,,,PharmacyBoard,,,TRUE
Hospice,OMNICARE OF CINCINNATI,151 W Galbraith Rd Ste 5,,Cincinnati,OH,45216,Hamilton,(401) 770-4530,permitinfo@cvshealth.com,TURNER,ROSS,ALDEN,RPH,ross.renrut@yahoo.com,FALSE,Active,,22627950,,,39.213279,-84.478683,151 WEST GALBRAITH RD SUITE 5 WEST,,,CINCINNATI,OH,45216,(513) 742-6317,PSCS,Pharmacy Supplied Contingency Stock - Category 3,HC ,Limited Liability Company,6/21/16,4/1/19,3/31/21,No,,,,,,,,,,,,1019268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,Hospice,,,PharmacyBoard,,,TRUE
NursingAssisted,"DRAKE CENTER, INC.",151 WEST GALBRAITH ROAD,,CINCINNATI,OH,45216,HAMILTON,(513)418-2422,Prentice.Lipsey@UCHealth.com,,,,,,FALSE,ACTIVE,,OHL39977,,,39.213287,-84.47862,,,,,,,(513) 418-5979,,,L11,,,,,,,OHL39977,2340N,SL-NH,,,,103,3/31/01,4/13/12,0,2008107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,Nursing Home (Licensed Only),,,OHAL,,,TRUE
MedicalFacility,"TALBERT HOUSE, INC - PASSAGES",1515 Carll St,,Cincinnati,OH,45225,Hamilton,(513) 751-7747,karla.wilson@talberthouse.org,KING,JANECIA,LYNN,CNP,,FALSE,Active,,21412150,,,39.134384,-84.546688,1515 CARLL STREET,,,CINCINNATI,OH,45225,,CL,Clinic - Category 3,CL ,Corporation,11/4/03,4/1/19,3/31/21,No,,,,,,,,,,,,1025070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
MedicalFacility,ELM STREET HEALTH CENTER VFC CLINIC,1525 Elm St,,Cincinnati,OH,45202,Hamilton,(513) 357-7320,hollin.funk@cincinnati-oh.gov,Gonzales,Yury,Raul,,yuryrgonzales@gmail.com,FALSE,Active,,21406750,,,39.112166,-84.519274,1525 ELM STREET,,,CINCINNATI,OH,45202,,CL,Clinic - Category 2,CL ,Government,10/8/03,4/1/19,3/31/21,No,,,,,,,,,,,,1008479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
MedicalFacility,The Cincinnati Eye Institute Foundation,1574 Claretta Dr,,Cincinnati,OH,45231,Hamilton,(513) 569-3347,kbyrd@ceifoundation.org,Arar,Hisham,Hassan,,harar@cincinnatieye.com,FALSE,Active,,260000561,,,39.218881,-84.548264,1945 Cei Dr,,,Blue Ash,OH,45242-5664,(513) 984-5133,CL,Clinic - Category 2,CL ,Corporation,6/13/19,6/13/19,3/31/21,No,,,,,,,,,,,,1025316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
NursingAssisted,"NORWOOD HIGHLANDS HEALTHCARE, LLC",1578 SHERMAN AVENUE,,NORWOOD,OH,45212,HAMILTON,(513)351-0153,heather.lange@norwood-pc.com,,,,,,FALSE,ACTIVE,,OHL01719,,,39.161662,-84.470827,,,,,,,(513) 351-3963,,,L11,,,,,,,OHL01719,1309N,SL-NH,,,,55,11/15/66,5/13/04,0,2018277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,Nursing Home (Licensed Only),,,OHAL,,,TRUE
Hospice,"CENTER FOR RESPITE CARE, INC.",1615 Republic St,,Cincinnati,OH,45202,Hamilton,(513) 621-1868,ceo@centerforrespitecare.org,DONOVAN,ROBERT,P.,MD,,FALSE,Active,,21525300,,,39.113739,-84.516921,1615 REPUBLIC ST.,,,CINCINNATI,OH,45202,(513) 621-1872,FCY,Facility - Category 3,HC ,Company,5/13/05,4/1/19,3/31/21,No,,,,,,,,,,,,1004163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,Hospice,,,PharmacyBoard,,,TRUE
WomensClinic,TALBERT HOUSE - PATHWAYS FOR WOMEN,1616 Harrison Ave,,Cincinnati,OH,45214,Hamilton,(513) 751-7747,karla.wilson@talberthouse.org,KING,JANECIA LYNN,,,jking2872@gmail.com,FALSE,Active,,21412250,,,39.126747,-84.549348,1616 HARRISON AVENUE,,,CINCINNATI,OH,45214,(513) 281-4131,CL,Clinic - Category 3,CL ,Corporation,11/4/03,4/1/19,3/31/21,No,,,,,,,,,,,,1025063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
NursingAssisted,"DRAKE DEVELOPMENT, INC.",165 WEST GALBRAITH ROAD,,CINCINNATI,OH,45216,HAMILTON,(513)418-4371,william.wexler@uchealth.com,,,,,,FALSE,ACTIVE,,OHL39979,,,39.213473,-84.480847,,,,,,,(513) 418-4379,,,L12,,,,,,,OHL39979,2306R,SL-R,,,,114,7/1/00,8/1/02,0,2008108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,Residential Care Facility,,,OHAL,,,TRUE
NursingAssisted,OPRS COMMUNITIES,1701 LLANFAIR AVENUE,,CINCINNATI,OH,45224,HAMILTON,(513)681-4230,jmorgan@ohioliving.org,,,,,,FALSE,ACTIVE,,OHL01697,,,39.196694,-84.549244,,,,,,,(513) 681-0417,,,L11,,,,,,,OHL01697,0959N,SL-NH,,,,85,2/1/57,12/19/17,0,2019508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,Nursing Home (Licensed Only),,,OHAL,,,TRUE
MedicalFacility,MERCY HEALTH EMPLOYEE WELLNESS CENTER,1701 Mercy Health Pl,,Cincinnati,OH,45237,Hamilton,(513) 752-9610,sdfoley@mercy.com,TODD,MICHAEL,U.,MD,,FALSE,Active,,22633250,,,39.169993,-84.466778,1701 MERCY HEALTH PLACE,,,CINCINNATI,OH,45237,,CL,Clinic - Category 2,CL ,Limited Liability Company,6/28/16,4/1/19,3/31/21,No,,,,,,,,,,,,1016076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
MedicalFacility,XAVIER UNIVERSITY HEALTH & WELLNESS CENTER,1723 Cleneay Ave,,Cincinnati,OH,45212,Hamilton,(513) 745-3023,tpp@trihealth.com,CLEVES,G.,STEPHEN,MD,,FALSE,Active,,22772800,,,39.148613,-84.470749,1723 Cleneay Ave,,,Cincinnati,OH,45212-3505,(513) 745-3563,CL,Clinic - Category 2,CL ,Limited Liability Company,6/13/17,6/28/19,3/31/21,No,,,,,,,,,,,,1029324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
MedicalFacility,HAMILTON CO. GENERAL HLTH DISTRICT,184 E Mcmillan St,,Cincinnati,OH,45219,Hamilton,(513) 946-7807,steve.feagins@hamilton-co.org,FEAGINS,STEPHEN,RAY,MD,,FALSE,Active,,20275850,,,39.126994,-84.504845,184 EAST MCMILLAN STREET,,,CINCINNATI,OH,45219,(513) 946-7891,CL,Clinic - Category 2,CL ,Company,9/12/79,4/1/19,3/31/21,No,,,,,,,,,,,,1010938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
NursingAssisted,"JUSTARR, INC.",1857 GRAND AVENUE,,CINCINNATI,OH,45214,HAMILTON,(513)471-3491,fischernyu@aol.com,,,,,,FALSE,ACTIVE,,OHL41643,,,39.118959,-84.559037,,,,,,,(513) 921-0034,,,L12,,,,,,,OHL41643,2612R,SL-R,,,,75,3/6/14,3/6/14,0,2012996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,Residential Care Facility,,,OHAL,,,TRUE
NursingAssisted,"JUSTARR, INC.",1859 GRAND AVENUE,,CINCINNATI,OH,45214,HAMILTON,(513)921-0066,fischernyu@aol.com,,,,,,FALSE,ACTIVE,,OHL01636,,,39.118972,-84.559024,,,,,,,(513) 471-3491,,,L12,,,,,,,OHL01636,1884R,SL-R,,,,40,1/1/88,4/28/09,0,2012995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,Residential Care Facility,,,OHAL,,,TRUE
MedicalFacility,"ROSELAWN EYE CLINIC, LLC",1945 Cei Dr,,Blue Ash,OH,45242,Hamilton,(513) 569-3643,ajones@cincinnatieye.com,ARAR,HISHAM,H.,MD,,FALSE,Active,,21794150,,,39.242842,-84.383986,1945 CEI Drive,,,CINCINNATI,OH,45242,(513) 569-3843,CL,Clinic - Category 3,CL ,Corporation,3/4/08,8/15/19,3/31/21,No,,,,,,,,,,,,1022843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,Clinic,,,PharmacyBoard,,,TRUE
